ip,protocols
181.214.218.237,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
181.214.218.254,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
181.214.218.176,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
181.214.218.160,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
181.214.218.86,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
181.214.218.137,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
156.146.55.186,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
45.154.153.30,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
188.241.177.140,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
188.241.177.41,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
188.241.177.154,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
188.241.177.119,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
95.181.238.172,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
95.181.238.181,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
45.132.194.7,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
45.132.194.25,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
45.132.194.62,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
5.181.233.82,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
66.56.82.17,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
181.214.153.32,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
84.247.105.143,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
84.247.105.58,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
179.61.197.149,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
84.17.52.66,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
102.129.143.86,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
84.17.52.54,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP, OPENVPN_LEGACY, OPENVPN_TCP_LEGACY"
102.129.143.43,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
146.70.11.5,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
146.70.11.58,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
188.241.80.132,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
154.47.16.149,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
154.47.16.239,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
146.70.10.13,"OPENVPN, WIREGUARD, IPSEC, OPENVPN_TCP"
